count,page_title
1174,Amelia Rosselli
1175,Amy Roselle
1176,André Paiement
1177,Andy Lewis (bassist)
1178,Ann Quin
1179,Anton Ackermann
1180,Antonieta
1181,Antonin Moine
1182,Arbuthnot Bank crash
1183,Armin D. Lehmann
1184,Arno Jahr
1185,"Arthur Capell, 1st Earl of Essex"
1186,Arthur Davison Ficke
1187,Arthur Nicolaier
1188,"Arthur Stuart, 7th Earl Castle Stewart"
1189,Athirne
1190,August Sicard von Sicardsburg
1191,Axe murder
1192,Barely Legal (Banksy)
1193,Barry Fey
1194,Battle of Awazu
1195,Battle of Mons Seleucus
1196,Battle of Philippi
1197,Battle of Tatarahama (1336)
1198,Before the Frost
1199,Benjamin Haydon
1200,Bernhard Hirzel
1201,Berty Albrecht
1202,Bia_ystok Ghetto uprising
1203,Bill Nojay
1204,Bob Collins (politician)
1205,Boris Pugo
1206,Brad Delp
1207,Branko _opi_
1208,Bruce Irons (engineer)
1209,Byakkotai
1210,C. B. Forgotston
1211,C. Tracey Stagg
1212,Campion Murphy
1213,Capital Steez
1214,Carl Schneider
1215,Cevher Özden
1216,Chaim Widawski
1217,Charles Sacré
1218,Charles T. Booher
1219,Charles Warner
1220,Cheng Rui
1221,Choi Jin-young
1222,Christine Smith (skier)
1223,Clara Immerwahr
1224,Conradt
1225,Constantine Diogenes
1226,Cordelia Gray
1227,Cristian Panait
1228,Daja Wangchuk Meston
1229,Dallen Bounds
1230,Dana Fuchs
1231,Darby Crash
1232,Darien Angadi
1233,Daugirutis
1234,Dave Clement
1235,David Randitsheni
1236,Deborah Laake
1237,Denis Goodwin
1238,Denis Matthews
1239,Denise Batters
1240,Denzil Connick
1241,Derrick Plourde
1242,Dezs_ Czigány
1243,Dimche Sarvanov
1244,Disco D
1245,Dmitry Kursky
1246,Dolores Veintimilla
1247,Dominique Venner
1248,Don Carpenter
1249,Drypetina
1250,Dédé Fortin
1251,E. Herbert Norman
1252,Eberhard Kinzel
1253,Edgar Rosenberg
1254,Edgard Potier
1255,"Edmund Pery, 5th Earl of Limerick"
1256,Edwin Pearce Christy
1257,Edwin Valero
1258,Eldon Jacob Crull
1259,Ellen West
1260,Emil Kush
1261,Emmett McCann
1262,Empress Fu (Ai)
1263,Empress Liu (Li Congke's wife)
1264,Empress Yang (Lü Zuan's wife)
1265,Ernest and Mary Hemingway House
1266,Ernesto Noboa y Caamaño
1267,Ernst Bergmann (philosopher)
1268,Ernst Immanuel Cohen Brandes
1269,Erwin Ding-Schuler
1270,Ethel du Pont
1271,Ethyl Eichelberger
1272,Fatafat Jayalaxmi
1273,Ferdinando Maria Poggioli
1274,Florian Hufsky
1275,Francesco Bassano the Younger
1276,Francesco Bianchi (composer)
1277,Francisco López Merino
1278,Frank Xavier Leyendecker
1279,Frederick Alexander Whitaker
1280,Fritha Goodey
1281,Fujiwara no Yasuhira
1282,Gaius Flavius Fimbria
1283,Galaktion Tabidze
1284,Genildo Ferreira de França
1285,Georg Rusche
1286,George F. Brady
1287,"George FitzClarence, 1st Earl of Munster"
1288,George Henry Townsend
1289,George R. Price
1290,Gerhard Fritsch
1291,Gerolamo Rovetta
1292,Goichi Oya
1293,Gonzo: Photographs by Hunter S. Thompson
1294,Graeme Reichman
1295,Guadalajara train disaster
1296,Gustav Schmidt (general)
1297,Gustav Simon
1298,Günter Hermann Ewen
1299,Hans-Erich Voss
1300,Hans Eppinger
1301,Hans Loritz
1302,Hans Stanley
1303,Harold Frederick Pitcairn
1304,Heinz Rutha
1305,Heinz Thilo
1306,Henri Giffard
1307,Henrik Rogstad
1308,Henry Krumrey
1309,Herbert Jones (jockey)
1310,Hermann Fellner (producer)
1311,Hessel de Vries
1312,Hofmannsthal
1313,Horace Worth Vaughan
1314,Howard Lindley
1315,Hoàng Di_u
1316,Hubert Pil_ík
1317,Huguette Gaulin
1318,H_j_ Ujimasa
1319,Ichigaya
1320,Ida Orloff
1321,Igor Sorin
1322,Imogen Hassall
1323,In the Hell of Patchinko
1324,Irumbu Pookkal
1325,J. F. C. Wright
1326,Jacques Mayol
1327,Jaime Ongpin
1328,James Ashmore Creelman
1329,James E. Brewton
1330,James Francis Jewell Archibald
1331,James Hemings
1332,James Worts
1333,Jan Lecho_
1334,Jan Plas
1335,January 2016 Istanbul bombing
1336,Jauhar
1337,Jean-Philippe Salabreuil
1338,Jerry London (wrestler)
1339,Jim Younger
1340,Jiro Sato
1341,Jir_ Shiizaki
1342,Jocelyn Cadbury
1343,Joel Lehtonen
1344,"Johann VII, Duke of Mecklenburg"
1345,Johannes Blaskowitz
1346,John Andrew Young
1347,John Eliot (Royal Navy officer)
1348,John Gilbert Winant
1349,John Milton (Florida politician)
1350,John Sadleir
1351,Joseph Brooks (songwriter)
1352,Joseph Meister
1353,Josette du Pres
1354,Judd Holdren
1355,Juhan Viiding
1356,Jung Jong-gwan
1357,Jürgen Brümmer
1358,Kalanos
1359,Kanu Sanyal
1360,Karafuto 1945 Summer Hyosetsu no Mon
1361,Kazuhiko Kato (musician)
1362,Keith Wayne
1363,Ken Adachi
1364,Ken Ramos
1365,Kensaku Oda
1366,Kim Sung-jun
1367,Konrad Freiherr von Wangenheim
1368,Konstantin Biebl
1369,Konstantin Chkheidze
1370,Konstantin Kryzhitsky
1371,Kumaichi Teramoto
1372,Kumatar_ Kido and Yagor_ Tani
1373,Kushchyovskaya massacre
1374,Kwak Ji-kyoon
1375,Kyle Woodring
1376,Larry Ford
1377,Laurie Bird
1378,Lawrence Armstrong
1379,Lembit Oll
1380,Leung Ying
1381,Li Huaiguang
1382,Li Zhi (philosopher)
1383,Liam Rector
1384,Liberators' civil war
1385,Life Before Man
1386,Lin Dai
1387,Lion Solser
1388,List of Roman usurpers
1389,List of bombings during the Iraq War
1390,Liu Yanhao
1391,Lorie Griffin
1392,Love and Death: The Murder of Kurt Cobain
1393,Lucius Quintus Cincinnatus Lamar I
1394,Lê Nguyên V_
1395,Maki Yasuomi
1396,Malcolm Jones III
1397,Many Waters (film)
1398,Marguerite Crouzet
1399,Maria Orska
1400,Mariano José de Larra
1401,Marija Obrenovi_
1402,Mark Linkous
1403,Marshall Bloom
1404,Maruja Montes
1405,Marvin Heemeyer
1406,Masa Niemi
1407,Mateu Morral
1408,Matthew Quintal
1409,Matti Haapoja
1410,Maud Linder
1411,Max Landa
1412,Maxim restaurant suicide bombing
1413,Meda of Odessos
1414,Medardo Ángel Silva
1415,Megher Onek Rong
1416,Memè Perlini
1417,Metin Kaçan
1418,Michael Johnson (criminal)
1419,Michael Mann (scholar)
1420,Micke Dubois
1421,Mikhail Grigoryevich Yefremov
1422,Mindpixel
1423,Mir Jafar Dasni
1424,Missing Pieces (2000 film)
1425,Muneer Ahmed Manik
1426,Nand Lal Noorpuri
1427,Napoleon Lapathiotis
1428,Narender Singh (judoka)
1429,Nathan Pritikin
1430,National Museum of Haiti
1431,Neil Rutherford
1432,Nekojiru
1433,Nell Theobald
1434,Ni Yuanlu
1435,Nicolas Leblanc
1436,Nikolai Shchelokov
1437,No Business of Mine
1438,Norma Giménez
1439,Nuremberg trials
1440,Odai Yorisada
1441,Olei Hagardom
1442,Olle Hedberg
1443,Oswald Kabasta
1444,Otto Georg Thierack
1445,Otto von Schrader
1446,Panama Lewis
1447,Paolo Iashvili
1448,Patric Doonan
1449,Paul Ferris (composer)
1450,Paul Oliver (American football)
1451,Paul Roebling
1452,Paul Wallich
1453,Pedro Juan Caballero (politician)
1454,Penelope Delta
1455,Percy Williams Bridgman
1456,Philip Gale
1457,Philip Van Zandt
1458,Philipp Jaffé
1459,Pierre Batcheff
1460,Piet Paaltjens
1461,Prince Yamashiro
1462,Princess Margarita of Leiningen
1463,Protogeneia
1464,R. C. Robertson-Glasgow
1465,R. Scott Fishe
1466,Raimund Harmstorf
1467,Ralf Briese
1468,Ramiro Castillo
1469,Ranikhola
1470,Raoul Lévy
1471,Rashaan Salaam
1472,Raul Gardini
1473,Rebellion of the Seven States
1474,René Crevel
1475,Resolve (Lagwagon album)
1476,Ricardo García (footballer)
1477,Richard Holden (politician)
1478,"Richard Lumley, 2nd Earl of Scarbrough"
1479,Ricky Womack
1480,Rita Atria
1481,Robert Fagan
1482,Robert Gittler
1483,Robert Gould Shaw III
1484,Robin Douglas-Home
1485,Rock On! (Del Shannon album)
1486,Rod Lauren
1487,Rodger Penzabene
1488,Roman Lyashenko
1489,Rossell
1490,Rozz Williams
1491,Rudolf Pleil
1492,Ryan Freel
1493,Sai Prashanth
1494,Samuel Butcher (bishop)
1495,Samuel Laman Blanchard
1496,Samuel Whitbread (1764–1815)
1497,Sasechungyeolmun
1498,Sbarro restaurant suicide bombing
1499,Senicide
1500,Siamak Pourzand
1501,Siege of Kamakura (1333)
1502,Silk Smitha
1503,Spalding Gray
1504,Starr Kempf
1505,Stefan Lulchev
1506,Stefan Marinov
1507,Suicidology
1508,Sumako Matsui
1509,Sun En
1510,Sun Liang
1511,"Surviving You, Always"
1512,Sushil Chandra Varma
1513,T. A. Robertson
1514,Takeda Yoshinobu
1515,Taneli Kekkonen
1516,"Tano, K_chi"
1517,Tarmo Uusivirta
1518,Tatsuji Suga
1519,Ted Moult
1520,Tezozomoctli (Cuauhtitlan)
1521,The Heirloom
1522,Thomas Beach (poet)
1523,Thomas Thackeray Swinburne
1524,Tis Grias To Pidima
1525,Tom Allin
1526,Tom Forcade
1527,Tony Maiden
1528,Toyotomi Kunimatsu
1529,Tristan Egolf
1530,Tycho Kielland
1531,Tyrone Mitchell
1532,Umadevi
1533,Uni-Ufugusuku
1534,Vacated judgment
1535,Vasile Milea
1536,Velga Krile
1537,Vengeance Is Mine (novel)
1538,Victor Tausk
1539,Vilas Ghogre
1540,Vilmundur Gylfason
1541,Vladimir Nalivkin
1542,W. Marvin Smith
1543,Walter Foxcroft Hawkins
1544,Warren Eugene Brandon
1545,Warren Terhune
1546,Willem Ter Braak
1547,William Byrd III
1548,William David Powell
1549,William Dickie
1550,William Gibbs
1551,William James Henderson
1552,Woo Bum-kon
1553,Woo Seung-yeon
1554,WrestleCrap
1555,Wright Lorimer
1556,Xia Yunyi
1557,Yamanami Keisuke
1558,Yan Gamarnik
1559,Yngvar Fyhn
1560,Zero (Hawk Nelson song)
1561,Zhang Qinqiu
1562,Zhu Shuzhen
1563,Zhu Yihai
1564,Zinaida Volkova
1565,Zohar Argov
1566,Zorka Jan_
1567,Éric Borel
1568,Óscar Domínguez
1569,_tefan C. _endrea
1570,1965 Taichung shooting
1571,1989–90 Sacramento Kings season
1572,2006 Tel Aviv shawarma restaurant bombing
1573,2008 Beijing Drum Tower stabbings
1574,2015 Sarajevo shooting
1575,A.G. Bauer
1576,A. C. Murali Mohan
1577,A Dream of Kings (film)
1578,Adolph Coors
1579,Adolphe d'Archiac
1580,Adrian Borland
1581,Adrian Robinson
1582,Aemilia Lepida (fiancee of Claudius)
1583,Afterglow (INXS song)
1584,Agne Holmström
1585,Agrarian crisis in India
1586,Agrestes
1587,Albert Caraco
1588,Aleksander Gryglewski
1589,Alfeo Brum
1590,Alfons Novickis
1591,Alfred Bi_yk
1592,Alison Rehfisch
1593,Alla Kazanskaya
1594,Allyson McConnell
1595,Alphonsa (actress)
1596,Alta View Hospital hostage incident
1597,Ameinias (mythology)
1598,An Congjin
1599,Ananda Samarakoon
1600,Anthony Barill
1601,Anti-Clock
1602,Antistia
1603,Antonis Daglis
1604,Arrest and assassination of Ngo Dinh Diem
1605,Arthur Chevrolet
1606,Arthur Kronfeld
1607,Arthur Lloyd James
1608,Ascolia
1609,Asim Butt (artist)
1610,Assia Wevill
1611,Atsutsè Kokouvi Agbobli
1612,Attila Hazai
1613,Augustus Matthiessen
1614,Avril Henry
1615,Bad Astronaut
1616,Baron Cloncurry
1617,Baron Tweedmouth
1618,Bartholomew Beale
1619,Ben X
1620,Bernard Farebrother
1621,Bernhard Rust
1622,Betty Jaynes (actress)
1623,Billy Callender
1624,Billy Liesaw
1625,Blackville-Hilda High School shooting
1626,Bob Brozman
1627,Bob Pike (surfer)
1628,Boles_aw Kon
1629,Boris Strel
1630,Bridal Cave
1631,Budd (EP)
1632,Béla Grünwald
1633,Cadillac Beach
1634,Carl Friedrich von Pückler-Burghauss
1635,Carlos Quintanilla
1636,Carlos Thompson
1637,Casey McPherson
1638,Castello Branco
1639,Catalyst Infoshop
1640,Cattaraugus County Sheriff's Office
1641,Cayetano Carpio
1642,Celestica (song)
1643,Charles Armijo Woodruff
1644,Charles Clegg
1645,Charles Cullum
1646,Charles Ernest Beulé
1647,Charles Félix Jean-Baptiste Camerata-Passionei di Mazzoleni
1648,Charles Piroth
1649,"Charles Powlett, 5th Duke of Bolton"
1650,Charles Riechers
1651,Charles Romeyn Dake
1652,Charlotte Mew
1653,Chibana Castle
1654,Chris Joannou
1655,Christine Chubbuck
1656,Clemens Wilmenrod
1657,Coleman W. Avery
1658,Consort Song
1659,Conspiracy theories about Adolf Hitler's death
1660,Courtney Ryley Cooper
1661,Crown Prince Rudolph's Last Love
1662,Cô Giang
1663,Daan de Groot
1664,Daniel Moszkowicz
1665,David Edward Maust
1666,David Meirhofer
1667,Death of Conrad Roy
1668,Decade of Drive
1669,Demon (2015 film)
1670,Dennis Dutko
1671,Dis/Connected
1672,Djelal Munif Bey
1673,Dmitry Venevitinov
1674,Dolly Anwar
1675,Domitia (daughter of Cn. Domitius Corbulo)
1676,Donald Walker (politician)
1677,Dong Yi (Qin dynasty)
1678,Dou Wu
1679,Dr. Pomerantz
1680,Dragan _edi_
1681,Dry-boarding
1682,Duke Huai of Qin
1683,Duke Ling of Qin
1684,Edward Stachura
1685,Elna Lassen
1686,Elon J. Farnsworth
1687,Emil Fuchs (theologian)
1688,Emil Kauppi
1689,Emil Králí_ek
1690,Empress Zhu (Song dynasty)
1691,En Jeevan Paduthu
1692,Ernest Wilson Huffcut
1693,Ern_ Osvát
1694,Eugen Gottlob Winkler
1695,Eunostus (hero)
1696,Evan Morris
1697,Ewald Lindloff
1698,Fang Junying
1699,Fanny Law
1700,Francis Graham Crookshank
1701,Frank Broun
1702,François Buzot
1703,Freak City Soundtrack
1704,Frederick William Hedges
1705,Fu Youyi
1706,Gaetano Esposito
1707,Gaius Silius
1708,Gao Kaidao
1709,Garry Kelly
1710,Gary Little
1711,Gary Vinson
1712,Gau Hesse-Nassau
1713,Gene MacLellan
1714,Generación decapitada
1715,General der Panzertruppe
1716,Gentry Crowell
1717,Georg Bachmayer
1718,George B. Sloan
1719,George Exoo
1720,George Hay (politician)
1721,George Randolph Barse
1722,George Webb (actor)
1723,Germain Quériau
1724,Gervasio
1725,Gil Koetzle
1726,Gilles van Ledenberg
1727,Gong Wei
1728,Gopal Goyal Kanda
1729,Gosamaru
1730,"Green Street, Mayfair"
1731,Grigori Nelyubov
1732,Guido da Verona
1733,Guo Zhongmin
1734,Gustav Wied
1735,Hananchi
1736,Harold Thomas (boxer)
1737,Harry Meyen
1738,Haynes King
1739,Hayward Mack
1740,Heaven's Gate (religious group)
1741,Heinrich Zimmer (Celticist)
1742,Helen Carruthers
1743,Helene Migerka
1744,Henning von Tresckow
1745,"Henry Bromley, 1st Baron Montfort"
1746,Henry Neele
1747,Herbert Hailstone
1748,Heyburn Building
1749,Hino Tomiko
1750,Hisayasu Nagata
1751,"Hitchin by-election, 1911"
1752,Ho Ka-i
1753,Hosokawa Takakuni
1754,How Do You Get That Lonely
1755,Hughie Ferguson
1756,Hugo Salmson
1757,I Got You (Badfinger song)
1758,Iamblichus of Apameia
1759,Ilya Ilf
1760,Inayatullah (Guantanamo detainee 10029)
1761,Irene Polo
1762,Isaac Gálvez
1763,Ismail Adham
1764,J. Clifford Baxter
1765,Jad Capelja
1766,James Kelso (footballer)
1767,Jan Zajíc
1768,Janet Banzet
1769,Jean-Michel Frank
1770,Jeetendra Ghadge
1771,Jen_ Egerváry
1772,Jerzy Czeszejko-Sochacki
1773,Jing Xiang
1774,Joachim Rumohr
1775,Joan Dowling
1776,Jocelyn Flores
1777,Jochen Klepper
1778,Joey Coyle
1779,Johann Heinrich Merck
1780,Johannes Vares
1781,John Doukas (son of Michael II)
1782,John Francis (bushranger)
1783,John G. FitzGerald
1784,John Mulgan
1785,John O'Brien (novelist)
1786,John Turnbull
1787,John Walker Turnbull
1788,John Wilson Danenhower
1789,Joseph Matthäus Aigner
1790,Joseph Wheeler Bloodgood
1791,José Asunción Silva
1792,Juan Belmonte
1793,Juan de la Abadia
1794,Józef Szery_ski
1795,Karakuriz_shi Ayatsuri Sakon
1796,Karl Heinrich Emil Becker
1797,Kaunos (mythology)
1798,Keharanjo Nguvauva
1799,Keiko Awaji
1800,Kenneth Michael Trentadue
1801,Kerry Stacey
1802,Khalil Hawi
1803,Khule-Aam
1804,Kimveer Gill
1805,Kingdom of Haiti
1806,Konrad Bayer
1807,Kostas Tsalikidis
1808,Kryha
1809,Kunio Nakagawa
1810,Kwon Yang-sook
1811,K_ji (Muromachi period)
1812,La Nouvelle Revue d'Histoire
1813,Lamba Doria
1814,Larry Mickey
1815,Lavender Town
1816,Le Relais Bernard Loiseau
1817,Legion of the Damned (band)
1818,Leo Stein
1819,Leonid Shebarshin
1820,Less Than Human (novel)
1821,Lester C. Hunt
1822,Lev Schnirelmann
1823,Li Rubai
1824,Li Tobler
1825,Li Zhen (1914–1973)
1826,Liberal Appeal
1827,List of drowning victims
1828,List of members of the 20 July plot
1829,Liu Sui
1830,Liz Burton
1831,Ljubljana–Zagreb–Beograd
1832,Lola Dewaere
1833,Lovers' Isle
1834,Lu Zhaolin
1835,Lucien Gaudin
1836,Lucius Cornelius Merula (consul 87 BC)
1837,Lucky (Fifteen album)
1838,Ludvigs Bol_teins
1839,Ludwig Fulda
1840,Ludwig Hirsch
1841,LÉ Deirdre (P20)
1842,László Teleki
1843,Lê V_n H_ng
1844,Malachi Ritscher
1845,Manbhawati Bai
1846,Mara Buneva
1847,Marcus Aemilius Lepidus Minor
1848,Margaret Leahy
1849,Margrethe of Roskilde
1850,Marilyn Brown (actress)
1851,Marriage in the Shadows
1852,Martin Bílek
1853,Martin Peyerl
1854,Masalanabo Modjadji
1855,Maselekwane Modjadji
1856,Mashuk
1857,Max Koegel
1858,Max Kurzweil
1859,Mel Street
1860,Mental health in association football
1861,Michael Dorris
1862,Michel Bernanos
1863,Michèle Girardon
1864,Miguel Ángel Quevedo
1865,Mike Whitmarsh
1866,Mikhail Lashevich
1867,Min Young-hwan
1868,Minamoto no Yorimasa
1869,Mira Fuchrer
1870,Miros_aw Nahacz
1871,Mohammad Ahmed Abdullah Saleh Al Hanashi
1872,Mohammad Javad Tondguyan
1873,Mohammad Khiabani
1874,Moni Fanan
1875,Montague Druitt
1876,Mount Mihara
1877,Murder of Reyna Marroquin
1878,Murtuza Mukhtarov
1879,Nana (1944 film)
1880,Nasser Yeganeh
1881,Nathan Weiss
1882,Natsuka Masaie
1883,Nick Liotta
1884,Nicolay Natzvalov
1885,Nikolai Nevrev
1886,Nikolai Tarasov
1887,Nikolay Chkheidze
1888,Norfolk Coast (album)
1889,"Norman ""Dinky"" Diamond"
1890,Norman Reid (cricketer)
1891,North Cray
1892,Nuremberg executions
1893,Ole Christian Bach
1894,Ole Richter
1895,Onnes (general)
1896,Operation Heavenly
1897,Orange (manga)
1898,Orville Adalbert Derby
1899,Osamu Dazai
1900,Osvaldo Guidi
1901,Oswald Freisler
1902,Otakar Lebeda
1903,Ottavio Semini
1904,Our Loved Ones
1905,Out of the Shadow (1961 film)
1906,Pannalal Bhattacharya
1907,Park Cha-jeong
1908,Patricio Carvajal
1909,Paul Drude
1910,Paul Kraus (Arabist)
1911,Pauline Chan Bo-Lin
1912,Pawan Singh
1913,Peder Sjögren
1914,Peg Entwistle
1915,Pelagia the Virgin
1916,Peter Mukhito
1917,Peter W. Smith
1918,Peter Zschech
1919,Petre Iorgulescu-Yor
1920,Phan Thanh Gi_n
1921,Pietro Morgari
1922,Pina Pellicer
1923,Porcia Catonis
1924,Prema (Malayalam actress)
1925,Prime of My Life
1926,Prince Takanaga
1927,"Pyaar Ke Do Naam: Ek Raadha, Ek Shyaam"
1928,Quintessence (Borknagar album)
1929,Quintus Caecilius Metellus Pius Scipio Nasica
1930,Rage Against the Veil
1931,Reginald Hine
1932,Reinhold Elstner
1933,Richard Chase
1934,Richard Whitmore
1935,Rick Blight
1936,Ricky Rodriguez
1937,Rizwanur Rahman
1938,Robert Athlyi Rogers
1939,Robert Coleman (industrialist)
1940,Robert Dwyer
1941,Robert Jambon
1942,Robert Schommer
1943,Robert Stein (explorer)
1944,Rock the Casbah (2013 film)
1945,Rold Gold
1946,"Romulus, My Father"
1947,Ronald Lewis (actor)
1948,Ronny Coutteure
1949,Ross Alexander
1950,Ruhe (M_ori chief)
1951,Rusa I
1952,SS Albert Ballin
1953,Sadiq Batcha
1954,Sali Ormëni
1955,Salvatore Toma
1956,Samuel Flaxington
1957,Sasha Gegechkori
1958,Sassa Narimasa
1959,Satanás (novel)
1960,Saving Face (2012 film)
1961,Sergei Ovchinnikov (volleyball)
1962,Sergio Schulmeister
1963,Shahrzad (Reza Kamal)
1964,Sheree Winton
1965,Shimizu Muneharu
1966,Shinpu Castle
1967,"Shirva, India"
1968,Shir_ Nonaka
1969,Shrink (film)
1970,Sid Ahmed Rezala
1971,Sir Galba
1972,"Sir Herbert Lloyd, 1st Baronet"
1973,Soga no Iruka
1974,Songs for Luci
1975,Ss. Cyril and Methodius Cathedral
1976,Stephen Marshall (murderer)
1977,Steven Wood
1978,Suicidal ideation
1979,Suicide of Tom Pappas
1980,Takeda Nobuchika
1981,Tamiki Hara
1982,Tarkhun
1983,Temperature's Rising (song)
1984,Terence Donovan (photographer)
1985,Teresa Wilms Montt
1986,Thaddäus Troll
1987,The Amazing Mr. X
1988,The Bridge of Sighs (poem)
1989,The Dungeon Master
1990,The Earth Ritual Preview
1991,The End of Our Road
1992,The Eye 2
1993,The Glass Lake
1994,The Keeper of Lost Causes
1995,The Savage Playground
1996,Thlocklo Tustenuggee
1997,Thomas Brereton
1998,Thomas Chirnside
1999,Thomas Niedermayer
2000,"Thomas Shailer Weston, Jr."
2001,Three Studies for George Dyer
2002,Tian Kai
2003,Tom McHale (novelist born 1941)
2004,Tomigusuku Castle
2005,Tommy DeCarlo
2006,Tong-Kwang Light House Presbyterian Church
2007,Tony Costa
2008,Trzcianka
2009,Tr_nh Kh_i
2010,Ulrike Meinhof
2011,Um Neng
2012,United States v. Drew
2013,Unlogic Skill
2014,Urs Hans von Aesch
2015,Valeri Tumaykin
2016,Valery Legasov
2017,Valmy Thomas
2018,Varsha Bhosle
2019,Vecchio frac
2020,Victor Mauvais
